ID,Long,Fecha_inicio,Fecha_final
6891637,63173.0,2009-06-20 06:21:55.571536,2013-05-11 12:01:13.487023
5871918,64797.0,2009-05-13 00:18:04.447274,2013-05-11 12:02:11.205949
2715135,64795.0,2009-05-13 00:18:07.973446,2013-05-11 12:02:03.146447
11090561,65264.0,2009-05-02 00:55:37.532509,2013-05-11 12:01:33.816786
12403968,64795.0,2009-05-13 00:17:22.535652,2013-05-11 12:02:03.711298
10010452,64814.0,2009-05-13 00:17:31.272016,2013-05-11 12:01:56.270217
8544992,64792.0,2009-05-13 00:18:18.149533,2013-05-11 12:02:41.547217
11298442,65261.0,2009-05-02 00:55:48.352516,2013-05-11 12:01:45.984549
3970233,51817.0,2009-05-13 00:17:41.818730,2013-05-11 12:01:37.718728
11922722,64797.0,2009-05-13 00:16:52.857992,2013-05-11 12:01:26.240693
7619236,64794.0,2009-05-13 00:17:25.156911,2013-05-11 12:01:35.096181
10971674,64792.0,2009-05-13 00:17:31.781388,2013-05-11 12:02:03.146062
9631995,65263.0,2009-05-02 00:56:53.726076,2013-05-11 12:02:50.153925
11350389,64792.0,2009-05-13 00:17:18.261807,2013-05-11 12:01:50.338263
8747910,64793.0,2009-05-13 00:17:49.994043,2013-05-11 12:02:09.760289
7700871,65265.0,2009-05-02 00:55:36.641116,2013-05-11 12:01:21.399142
3097926,54966.0,2009-12-19 21:31:00.622863,2013-05-11 12:02:45.520777
5215980,54970.0,2009-12-19 21:31:53.799390,2013-05-11 12:01:16.244021
6185331,50173.0,2009-05-13 00:18:34.463586,2013-04-08 11:01:39.507853
10460629,64791.0,2009-05-13 00:17:46.395008,2013-05-11 12:02:16.818926
12644020,64795.0,2009-05-13 00:17:23.186755,2013-05-11 12:02:06.876202
1995519,64794.0,2009-05-13 00:18:45.851213,2013-05-11 12:02:45.337324
9302543,65266.0,2009-05-02 00:55:20.157595,2013-05-11 12:01:09.618587
8226050,64793.0,2009-05-13 00:17:56.128027,2013-05-11 12:02:13.677817
9838468,64793.0,2009-05-13 00:17:14.707622,2013-05-11 12:01:36.313710
12022718,64797.0,2009-05-13 00:16:49.801571,2013-05-11 12:01:23.546551
12416987,64797.0,2009-05-13 00:16:50.188815,2013-05-11 12:01:27.304405
10812541,51733.0,2009-05-13 00:16:55.584828,2013-05-11 12:01:21.075797
5200084,52283.0,2009-05-02 00:55:58.065218,2013-05-11 12:01:37.421856
4547480,64792.0,2009-05-13 00:18:29.160024,2013-05-11 12:02:34.469831
7049771,65263.0,2009-05-02 00:55:45.789248,2013-05-11 12:01:29.268735
5008775,64794.0,2009-05-13 00:18:04.400744,2013-05-11 12:02:07.439245
7430034,65261.0,2009-05-02 00:56:42.879695,2013-05-11 12:02:30.710211
7663804,64792.0,2009-05-13 00:18:29.877120,2013-05-11 12:02:50.601488
5687700,50173.0,2009-05-13 00:18:32.246087,2013-04-08 11:01:32.288223
9579192,65261.0,2009-05-02 00:56:24.824955,2013-05-11 12:02:18.710278
4346178,64793.0,2009-05-13 00:18:40.802961,2013-05-11 12:02:47.487614
10388451,64793.0,2009-05-13 00:18:06.481763,2013-05-11 12:02:40.346223
2012722,65264.0,2009-05-02 00:56:34.906916,2013-05-11 12:02:10.023107
2573056,64794.0,2009-05-13 00:18:14.569327,2013-05-11 12:02:10.570109
9071386,65261.0,2009-05-02 00:56:55.846010,2013-05-11 12:02:50.160809
6025124,50173.0,2009-05-13 00:18:30.486239,2013-04-08 11:01:33.780133
8683144,64793.0,2009-05-13 00:17:51.025721,2013-05-11 12:02:10.731562
6665223,64794.0,2009-05-13 00:18:46.574806,2013-05-11 12:03:05.776225
6786037,64793.0,2009-05-13 00:17:37.133451,2013-05-11 12:01:44.465139
4171955,51817.0,2009-05-13 00:17:44.463133,2013-05-11 12:01:41.336045
5530882,64794.0,2009-05-13 00:18:02.809514,2013-05-11 12:02:07.884145
8676061,64792.0,2009-05-13 00:18:12.109222,2013-05-11 12:02:35.304035
3757407,52286.0,2009-05-02 00:56:10.608652,2013-05-11 12:01:47.390899
11296724,64792.0,2009-05-13 00:17:19.042199,2013-05-11 12:01:51.089009
7295235,65263.0,2009-05-02 00:55:48.978091,2013-05-11 12:01:33.067424
4678919,64797.0,2009-05-13 00:17:27.297415,2013-05-11 12:01:24.413051
11959569,65266.0,2009-05-02 00:56:03.036585,2013-05-11 12:02:04.587907
10092312,51732.0,2009-05-13 00:16:57.339767,2013-05-11 12:01:18.775509
7199883,65263.0,2009-05-02 00:56:16.059271,2013-05-11 12:02:01.173311
8616637,64793.0,2009-05-13 00:17:56.587027,2013-05-11 12:02:16.609392
6368230,64793.0,2009-05-13 00:17:46.007633,2013-05-11 12:01:52.380998
2997459,64795.0,2009-05-13 00:17:59.323081,2013-05-11 12:01:54.268860
6629156,64797.0,2009-05-13 00:17:16.664592,2013-05-11 12:01:21.191550
3641726,64794.0,2009-05-13 00:18:13.736551,2013-05-11 12:02:12.898906
4484336,51817.0,2009-05-13 00:17:33.419721,2013-05-11 12:01:30.538654
4914709,64794.0,2009-05-13 00:18:16.942056,2013-05-11 12:02:21.368336
10399321,64793.0,2009-05-13 00:17:36.301470,2013-05-11 12:02:04.798764
6690171,54966.0,2009-12-19 21:31:43.799474,2013-05-11 12:02:03.311471
6605493,64794.0,2009-05-13 00:17:53.736600,2013-05-11 12:02:02.296301
7816935,64794.0,2009-05-13 00:17:54.733758,2013-05-11 12:02:09.437539
3102024,65268.0,2009-05-02 00:56:57.286275,2013-05-11 12:02:35.527596
4757331,51814.0,2009-05-13 00:17:43.304560,2013-05-11 12:01:42.366604
10190777,65262.0,2009-05-02 00:56:44.175755,2013-05-11 12:02:41.764758
2442448,64795.0,2009-05-13 00:18:12.623029,2013-05-11 12:02:07.935458
4732137,65261.0,2009-05-02 00:56:54.429622,2013-05-11 12:02:35.940669
7289162,64793.0,2009-05-13 00:17:36.586753,2013-05-11 12:01:45.954588
5963582,65267.0,2009-05-02 00:56:12.937210,2013-05-11 12:01:54.769385
4645174,64794.0,2009-05-13 00:18:19.412763,2013-05-11 12:02:23.147176
8749844,65267.0,2009-05-02 00:56:14.795292,2013-05-11 12:02:04.855008
6185717,50173.0,2009-05-13 00:18:33.318632,2013-04-08 11:01:38.414165
10471296,64814.0,2009-05-13 00:17:22.968350,2013-05-11 12:01:49.662192
12120943,54969.0,2009-12-19 21:32:58.091746,2013-05-11 12:01:22.680972
8894646,64793.0,2009-05-13 00:17:20.355580,2013-05-11 12:01:36.624614
3231341,64794.0,2009-05-13 00:18:15.012998,2013-05-11 12:02:12.904262
6061119,64797.0,2009-05-13 00:17:24.134819,2013-05-11 12:01:26.827795
2576962,64795.0,2009-05-13 00:18:09.470823,2013-05-11 12:02:04.639441
757450,64795.0,2009-05-13 00:18:18.549008,2013-05-11 12:02:10.326503
5992270,64798.0,2009-05-13 00:17:08.198826,2013-05-11 12:01:08.831876
10686814,51733.0,2009-05-13 00:16:47.352711,2013-05-11 12:01:11.003967
9639106,64791.0,2009-05-13 00:17:56.546200,2013-05-11 12:02:23.390526
5794687,64798.0,2009-05-13 00:17:50.130614,2013-05-11 12:01:54.293039
1996180,64794.0,2009-05-13 00:18:44.716920,2013-05-11 12:02:43.982358
6599975,64797.0,2009-05-13 00:18:02.888622,2013-05-11 12:02:12.807632
11134879,64792.0,2009-05-13 00:17:26.885518,2013-05-11 12:01:58.901635
6042214,64798.0,2009-05-13 00:17:56.166460,2013-05-11 12:02:02.262490
6719052,64797.0,2009-05-13 00:17:11.872499,2013-05-11 12:01:16.050558
4753988,51813.0,2009-05-13 00:17:48.216634,2013-05-11 12:01:48.037428
7778664,64797.0,2009-05-13 00:17:01.898714,2013-05-11 12:01:10.244443
8009811,65261.0,2009-05-02 00:57:00.619923,2013-05-11 12:02:51.686566
3228986,64794.0,2009-05-13 00:18:18.554379,2013-05-11 12:02:17.096759
7809049,54964.0,2009-12-19 21:31:41.283123,2013-05-11 12:02:31.161622
5479973,64798.0,2009-05-13 00:17:11.649340,2013-05-11 12:01:10.695271
10271806,64814.0,2009-05-13 00:17:31.081241,2013-05-11 12:01:57.832596
6768616,64793.0,2009-05-13 00:18:05.241214,2013-05-11 12:02:16.866585
4372410,52282.0,2009-05-02 00:56:12.755135,2013-05-11 12:01:50.719896
9873604,64794.0,2009-05-13 00:18:17.194439,2013-05-11 12:02:50.103870
6037581,65266.0,2009-05-02 00:56:28.762129,2013-05-11 12:02:11.669226
5095635,64794.0,2009-05-13 00:18:06.554524,2013-05-11 12:02:10.199882
10844823,64792.0,2009-05-13 00:18:05.071219,2013-05-11 12:02:41.978310
3838004,65268.0,2009-05-02 00:56:53.474025,2013-05-11 12:02:32.932408
9824805,64791.0,2009-05-13 00:17:43.802204,2013-05-11 12:02:09.862119
11922782,65266.0,2009-05-02 00:55:26.744190,2013-05-11 12:01:26.121889
8453324,65266.0,2009-05-02 00:55:24.936226,2013-05-11 12:01:11.781797
11560431,65261.0,2009-05-02 00:55:46.945212,2013-05-11 12:01:45.709641
4840513,51813.0,2009-05-13 00:17:51.984839,2013-05-11 12:01:52.407283
9579606,64792.0,2009-05-13 00:17:51.572882,2013-05-11 12:02:17.315728
1433962,64795.0,2009-05-13 00:18:12.386790,2013-05-11 12:02:05.197319
4454752,64794.0,2009-05-13 00:18:21.010199,2013-05-11 12:02:24.306162
10991431,51733.0,2009-05-13 00:16:49.054080,2013-05-11 12:01:15.056912
