Kepler_ID,Metalicidad
3450040,-0.172
3453214,-0.411
3458028,-0.344
3458687,-0.450
3458919,-0.167
3459199,-0.243
3459529,-0.562
3526331,-0.225
3529290,-0.499
3531231,-0.260
3531558,-0.726
3532510,-0.321
3532985,-0.162
3533469,0.127
3533483,0.058
3534076,-0.735
3534118,-0.560
3539231,-0.465
3540873,-0.696
3541800,-0.097
3541946,-0.140
3542117,0.312
3542222,-0.649
3542542,-0.314
3542573,0.285
3542588,-0.056
3542928,0.320
3543270,-0.488
3544595,-0.051
3544640,-0.021
3544678,-0.177
3544689,0.151
3544694,-0.231
3545135,-0.595
3545583,-0.680
3545626,-0.137
3545749,-0.222
3545840,-0.034
3546060,-0.681
3546821,0.014
3547091,-0.575
3547178,-0.492
3547315,-0.264
3547760,-0.445
3548044,-0.223
3548622,-0.213
3548639,-0.177
3548645,-0.115
3550372,-0.524
3550434,-0.523
3553900,-0.377
3554031,-0.176
3554600,-0.172
3554819,0.063
3555178,-0.224
3556220,-0.455
3556742,0.095
3557341,-0.214
3557493,-0.165
3557560,-0.388
3558803,0.115
3558849,-0.410
3559860,-0.369
3559935,0.292
3560301,-0.451
3561464,-0.430
3629119,-0.351
3629330,-0.290
3629967,-0.060
3632089,-0.427
3632330,-0.134
3634051,-0.084
3634169,-0.335
3640905,0.422
3641216,-0.099
3641726,-0.113
3642289,0.045
3642335,-0.237
3642741,0.150
3644071,-0.050
3644174,-0.040
3644399,-0.184
3644505,0.062
3644523,-0.105
3644542,-0.091
3644601,-0.293
3644602,-0.436
3644631,0.030
3644649,-0.233
3644653,0.118
3644738,-0.200
3645282,0.023
3645438,0.177
3646449,-0.285
3646515,-0.272
3647097,0.303
3648437,-0.094
3650049,-0.434
3654095,-0.121
3654719,-0.550
3654950,-0.580
3655326,0.207
3655332,-0.160
3656121,-0.302
3656322,-0.750
3656700,-0.388
3657176,0.041
3657758,-0.018
3659940,-0.207
3660581,-0.502
3660924,-0.249
3661886,-0.497
3662635,-0.599
3662838,-0.067
3663173,0.193
3663494,-0.153
3663850,-0.095
3728432,-0.254
3728701,-0.132
3730176,-0.092
3732035,-0.465
3732821,-0.305
3732894,-0.580
3732972,-0.655
3733638,-0.537
3734418,-0.035
3734501,0.193
3734868,-0.101
3735629,0.149
3735634,-0.297
3745559,0.250
3745690,-0.108
3746248,0.134
3747262,-0.279
3747817,-0.539
3748239,-0.434
3748855,-0.147
3749134,-0.060
3749365,0.376
3749508,-0.187
3749978,-0.098
3750350,-0.034
3751118,0.400
3751231,0.129
3752110,0.241
3755522,-0.296
3756264,-0.069
3756801,-0.018
3757407,-0.065
3757521,-0.344
3757588,-0.360
3757590,-0.116
3757778,0.217
3758499,-0.050
3758922,0.087
3761319,-0.307
3762468,0.207
3762553,-0.135
3762750,-0.022
3763724,-0.128
3764411,0.264
3764714,-0.297
3764879,0.006
3765692,-0.495
3765771,-0.351
3765917,-0.075
3766353,-0.401
3830820,0.134
3831911,0.127
3832474,-0.100
3832716,-0.361
3833007,-0.435
3834317,-0.123
3834322,-0.004
3834360,-0.309
3834364,-0.789
3834728,-0.517
3835670,-0.294
3836375,0.186
3836399,-0.224
3836439,-0.583
3836450,-0.238
3836453,-0.403
3836509,-0.062
3836522,-0.150
3836558,-0.563
3838004,-0.046
3838486,0.099
3839294,-0.091
3839488,-0.475
3846515,-0.088
3847138,-0.087
3847708,-0.041
3847907,0.219
3848083,0.060
3848275,0.216
3848919,-0.635
3848948,0.062
3848966,-0.201
3848972,-0.238
3849155,-0.233
3849187,0.131
3851130,-0.241
3851134,0.096
3851193,-0.057
3851194,0.048
3851949,0.036
3852258,-0.132
3852476,-0.287
3852655,-0.261
3852865,-0.043
3852872,0.411
3853673,-0.382
3854101,0.100
3854496,-0.006
3857860,-0.140
3858704,-0.094
3858757,0.044
3858767,-0.030
3858804,-0.104
3858824,-0.170
3858851,-0.245
3858879,0.430
3858917,0.133
3858919,-0.006
3858926,-0.044
3858943,-0.108
3858949,-0.065
3858988,-0.107
3859042,-0.235
3859079,0.471
3859151,-0.419
3859363,-0.295
3859628,0.091
3859890,-0.273
3860441,-0.083
3861595,0.232
3861611,-0.167
3862246,-0.066
3863877,0.290
3865298,-0.143
3865567,-0.046
3865815,0.114
3866536,-0.377
3867593,-0.250
3867615,-0.045
3867794,0.347
3869014,-0.200
3869326,0.335
3869825,-0.096
3934657,-0.111
3935914,-0.385
3936061,-0.384
3936658,-0.776
3937519,-0.407
3937814,0.309
3938073,-0.122
3939150,-0.315
3940418,0.186
3942446,-0.525
3942670,0.078
3945802,-0.254
3946023,-0.381
3953106,-0.330
3953173,-1.127
3953212,-0.370
3954211,0.119
3954227,-0.378
3955444,0.274
3955817,-0.050
3955866,0.553
3955867,-0.106
3957082,-0.035
3958301,-0.203
3962243,0.012
3962357,0.111
3962440,-0.202
3962684,0.062
3962728,-1.309
3962751,-0.124
3962872,-0.167
3964109,0.069
3964545,-0.334
3964562,0.146
3965201,-0.109
3965326,0.042
3965879,-0.298
3966262,-0.272
3966801,-0.556
3966912,-0.122
3967326,0.310
3967501,-0.061
3967760,0.258
3968809,-0.020
3969687,0.081
3970117,-0.140
3970233,-0.155
3970397,-0.299
3971315,-0.165
3972391,-0.501
3972432,-0.223
3973002,-0.269
3973504,-0.085
3973549,-0.278
3974928,-0.522
4035640,-0.265
4035667,-0.135
4035675,0.137
4037164,-0.087
4037428,-0.571
4042026,-0.167
4042088,-0.573
4043190,-1.195
4043443,0.283
4047631,-0.748
4048898,-0.096
4049108,-0.287
4049124,-0.228
4049131,-0.049
4049901,-0.218
4054784,-0.084
4055092,-1.413
4055304,0.217
4055765,-0.369
4055774,-0.152
4056579,0.148
4056616,-0.584
4058881,0.022
4059887,0.133
4060229,-0.188
4060815,-1.815
4061149,0.146
4063943,-0.102
4067110,0.065
4067336,0.018
4067549,-0.241
4067925,0.037
4068391,-0.111
4069063,-0.527
4069213,-1.504
4070376,-0.226
4072333,0.003
4072526,-0.177
4072955,-0.220
4073017,0.090
4073089,-0.175
4073707,-0.264
4073730,-0.322
4074294,-0.080
4074736,-0.486
4075015,-0.169
4075064,-0.542
4075067,0.058
4076061,-0.386
4076098,-0.101
4076952,-0.403
4076976,-1.633
4077252,-0.053
4077526,-0.120
4077767,-0.135
4077901,-0.650
4078157,-0.390
4078311,0.491
4078693,0.265
4079530,-0.299
4079535,-0.139
4135665,0.401
4135912,-0.346
4136466,-0.579
4136659,-0.018
4138008,-0.287
4138557,-0.501
4138951,-0.138
4139254,-0.226
4139816,0.087
4140813,0.295
4141376,-0.317
4141587,-0.279
4141593,-0.326
4142768,-0.846
4142847,-0.398
4143755,-1.320
4144231,-2.505
4144236,-0.173
4144238,-0.542
4144576,-0.046
4144873,-0.427
4147171,-0.081
4149060,-0.101
4149450,-0.331
4150390,-0.263
4150496,-0.164
4150539,-0.121
4150611,-1.548
4150624,0.199
4150701,-0.118
4150703,-0.289
4155328,-0.285
4157325,-0.092
4157488,-0.581
4159347,-0.510
4160006,-0.115
4160669,-0.020
4164393,-0.141
4164511,-0.550
4164922,-0.255
4164994,0.114
4165473,-0.185
4165960,-0.838
4169315,-0.138
4171955,-0.208
4172013,-0.508
4172746,0.075
4172805,0.147
4173026,-0.065
4174507,-0.683
4175105,-0.283
4175630,-0.258
4178389,-0.406
4178606,-0.160
4179201,-0.785
4180280,0.241
4180396,-0.027
4180401,0.423
4241238,-0.187
4242147,-0.465
4242692,-0.526
4242806,-0.161
4243911,-0.052
4245861,-0.544
4245897,-0.352
4245933,-0.190
4246343,-0.346
4247023,-0.078
4247092,-0.212
4247807,-0.304
4247811,-0.466
4247991,-0.295
4248120,-0.346
4249611,-0.112
4249725,-0.449
4252226,0.086
4252322,-0.105
4252671,-0.218
4253860,0.227
4254466,-0.072
4261960,-0.467
4262040,-0.349
4262581,-0.284
4263293,-0.850
4263529,-0.148
4269252,0.045
4270253,0.026
4270565,-0.113
4270799,-0.132
4271474,-0.078
4274071,0.081
4274548,-0.044
4274816,-0.325
4275117,-0.363
4275191,-0.285
4275328,-0.574
4275721,-0.719
4275739,-0.015
4276114,-0.530
4276445,-0.369
4276716,-0.686
4278221,-0.590
4281023,-0.232
4281068,-0.475
4281700,-0.616
4281895,-0.937
4282191,-0.084
4282390,-0.080
4282872,-0.255
4284147,0.052
4284980,-0.162
4285087,-0.574
4285107,-0.395
4346178,-0.241
4346339,-0.240
4346875,-0.233
4349442,0.349
4349935,-0.336
4352168,-0.712
4355503,0.155
4356621,0.055
4356766,0.186
4357985,-0.423
4365442,-0.570
4365461,-0.046
4365645,-0.228
4366323,-0.166
4366923,-0.521
4367528,0.434
4367544,0.036
4367854,-0.269
4370527,0.195
4372410,-0.030
4372620,0.142
4372765,0.130
4372768,-0.248
4372961,-0.485
4373195,-0.084
4374339,-0.043
4374610,-0.072
4375101,-0.181
4376629,-0.458
4376644,-0.128
4380283,-0.339
4380560,-0.159
4381282,-1.059
4381429,-0.548
4384652,-0.732
4384675,-0.108
4384793,-0.489
4384909,0.397
4385148,-0.192
4386047,-0.308
4386607,-0.187
4390912,-0.298
4391348,-0.009
4445630,-0.178
4446411,-0.173
4446859,-0.357
4449034,-0.056
4449752,-0.300
4450844,-0.384
4454752,0.109
4454934,-0.146
4455231,-0.219
4455763,-0.419
4456622,-0.260
4458109,-0.617
4459068,-0.108
4459503,-0.295
4459924,-0.275
4464394,-0.209
4466356,-0.307
4466677,-0.246
4469825,-0.322
4470888,-0.606
4471313,-0.331
4471747,-0.183
4472143,-0.265
4472818,-0.354
4473226,-0.135
4473613,0.154
4474462,-0.641
4474645,-0.564
4476123,-0.325
4476423,-0.078
4478142,-0.269
4478168,-0.275
4479633,-0.115
4480676,-0.445
4482738,-0.055
4483138,0.193
4483235,0.105
4484179,-0.767
4484312,-0.767
4484336,-0.549
4484356,-0.980
4489844,-0.348
4540508,0.294
4540632,0.020
4544571,-0.059
4544572,-0.145
4544620,-0.167
4544623,0.180
4544670,-0.160
4544684,-0.335
4544907,-0.425
4545187,-0.380
4545570,-0.148
4545926,-0.177
4547480,-0.549
4547603,-0.165
4548011,-0.081
4548098,0.002
4548162,-0.279
4551328,0.007
4551663,-0.237
4552729,0.267
4556468,0.151
4557341,-0.220
4563268,0.091
4565943,-0.144
4565985,0.224
4566848,-0.031
4566999,-0.178
4567118,-0.401
4568117,-0.254
4568298,-0.239
4569590,-0.183
4569942,0.052
4570555,-0.189
4570931,-0.265
4570949,-0.033
4571536,-0.527
4571844,-0.319
4572728,-0.348
4574310,-1.533
4574319,0.083
4575824,-0.128
4577484,-0.014
4578594,-0.305
4579313,-0.378
4579598,-0.058
4584865,-0.472
4586482,0.323
4587135,-0.477
4587448,0.055
4633434,-0.374
4633570,-0.232
4634135,-0.982
4636565,-0.170
4636578,-0.308
4638237,-0.726
4639868,-0.436
4644604,-0.994
4644952,0.487
4645174,-0.634
4645492,-0.028
4645833,-0.539
4647662,0.002
4647949,-0.297
4649305,-0.107
4649440,-0.115
4650674,0.121
4650733,0.030
4651399,-1.008
4656049,-0.467
4659255,-0.744
4659405,0.161
4661634,-0.335
4662363,-0.272
4663185,0.066
4663658,-0.113
4664046,-0.398
4664743,-0.023
4664847,0.380
4665571,-0.216
4665989,-0.066
4665991,-0.126
4666008,-0.046
4669402,-0.446
4670217,0.021
4670267,-0.383
4670361,-0.210
4671584,-0.727
4673628,-0.178
4676964,0.176
4677282,-0.403
4678171,0.193
4678873,-0.024
4678875,-0.418
4678919,-0.257
4679314,-0.366
4679687,-0.278
4680745,-0.364
4725292,-0.156
4725681,0.119
4729553,-0.141
4732015,-0.126
4732137,-0.062
4736208,-0.138
4736439,-1.272
4736569,-1.075
4736644,0.074
4737267,-0.635
4737302,-0.171
4737848,-0.306
4738095,0.124
4739194,-0.738
4739229,-0.196
4739565,-0.043
4740375,-0.034
4740676,-0.127
4740688,0.235
4741126,-0.056
4741777,0.370
4742188,-0.148
4742420,-0.144
4742452,0.118
4743508,-0.679
4743513,-0.746
4750341,0.243
4750406,-1.352
4750669,-0.259
4750962,0.088
4751083,-0.039
4752451,-0.445
4753561,-0.443
4753988,-0.236
4754831,-0.052
4757331,-0.659
4757437,-0.012
4758350,-0.148
4758368,-0.474
4760478,-0.265
4760746,-0.016
4760959,-0.140
4761060,-0.557
4761427,-0.013
4762283,-1.226
4763020,-0.478
4764774,-0.130
4764969,-0.578
4768756,-0.162
4768846,-0.157
4769799,-0.432
4769824,-0.180
4769931,-0.367
4770174,-0.192
4770365,-0.635
4770617,-0.052
4770798,0.039
4773155,-0.025
4773392,-0.319
4774646,-0.173
4813563,-0.006
4813750,-0.541
4813793,-0.557
4814168,-0.275
4814502,-0.604
4815520,-1.534
4815612,-0.308
4819158,-0.415
4820550,-0.146
4824268,-0.225
4825872,-0.215
4826110,-0.043
4826439,-0.048
4827723,-0.265
4828341,-0.304
4829935,-0.051
4830605,-0.159
4830859,-0.463
4831728,0.194
4832175,-0.191
4832197,-0.702
4832225,-0.133
4832273,-0.333
4832837,-0.501
4833135,-0.231
4833409,-0.213
4833421,-0.202
4839180,-0.190
4840156,0.001
4840263,0.328
4840327,-0.643
4840513,0.068
4840818,-0.436
4841374,-0.368
4843592,-0.004
4843751,-0.013
4844004,0.086
4844367,-0.197
4844470,-0.067
4845862,-0.042
4846856,-0.357
4847534,0.098
4847782,-0.056
4847801,-0.065
4847832,-0.048
4847843,-1.719
4848115,-0.336
4848321,0.007
4848423,-1.539
4848424,0.079
4850961,0.011
4851145,0.003
4851195,-0.093
4851217,0.078
4851239,0.026
4851338,0.003
4851356,-0.105
4851464,0.001
4851530,-0.293
4852297,-0.146
4852528,-0.562
4857058,0.065
4857213,0.173
4858610,0.124
4860678,-0.183
4860932,-0.153
4861527,-0.305
4861736,-0.339
4861784,0.053
4861791,-0.024
4862332,-0.202
4862625,-0.217
4862924,-0.129
4863260,-0.054
4863369,0.071
4863753,-0.439
4863956,-1.031
4864734,-0.271
4902030,0.247
4902202,-0.523
4902673,-0.561
4908495,-0.141
4912650,-0.028
4912991,-0.101
4913000,-0.207
4913852,0.263
4914221,-0.306
4914399,-0.357
4914423,-0.102
4914566,-0.209
4914709,0.059
4914737,0.106
4915582,-0.653
4915638,-0.181
4917014,-0.604
4917357,0.231
4917596,-0.572
4917658,0.032
4918303,0.073
4918309,-0.193
4919550,-0.271
4927315,-0.057
4927734,-0.009
4927738,-0.309
4928119,-0.074
4929299,-0.274
4931073,-0.154
4932348,0.339
4932442,0.204
4932689,-0.070
4932691,0.074
4933476,-0.437
4935172,0.007
4936180,-1.658
4936990,-1.922
4937140,-0.056
4937143,-0.446
4939265,-0.150
4939346,0.090
4939533,0.037
4940201,-0.385
4940203,-0.379
4940376,-0.299
4940438,-0.603
4945035,-0.018
4945764,-0.092
4945877,-0.095
4946049,-0.054
4946581,-0.533
4946584,-0.174
4946680,-0.106
4947556,0.218
4947726,-0.193
4948730,-0.202
4948863,-0.494
4949027,-0.014
4949214,-0.091
4949524,-0.145
4949751,-0.250
4950232,-0.400
4950341,-0.173
4950557,-0.125
4951249,-0.007
4951877,-0.136
4952341,-0.157
4953173,0.171
4953262,-0.312
4989057,0.279
4990977,-0.582
4991208,-0.265
4995716,-0.385
4996057,-0.370
5000179,0.123
5003117,-0.103
5003670,-0.271
5004909,0.094
5005121,-0.125
5005618,-0.076
5006817,0.288
5007345,-0.190
5008245,0.167
5008501,0.110
5008775,0.018
5009189,0.055
5009688,0.383
5009743,-0.167
5014753,-0.070
5014903,-0.081
5015027,-0.166
5015459,-0.586
5015913,-0.068
5016163,-0.236
5017058,0.108
5018787,-0.931
5019567,-0.063
5020034,-0.366
5020044,-0.044
5020319,-0.034
5021176,-0.577
5021432,-0.059
5021732,-0.209
5021737,-0.113
5021899,0.082
5022440,-0.253
5022828,-0.086
5022900,0.108
5023948,-1.549
5023956,-1.948
5024126,-0.123
5024138,-1.906
5024177,-2.006
5024268,0.336
5024292,0.513
5024372,-2.029
5024414,0.267
5024429,-0.043
5024450,-0.061
5024476,0.060
5025217,-0.428
5025234,-0.257
5025294,-0.458
5026023,-0.039
5026187,-0.164
5026326,0.086
5027859,-0.157
5031804,-0.474
5031857,-0.263
5031882,-0.619
5032842,-0.335
5033823,-0.096
5034333,-0.059
5035972,0.261
5036052,0.188
5036480,-0.035
5036516,0.226
5036530,-0.024
5036537,0.429
5036538,-1.341
5036705,0.197
5036966,-0.342
5037742,0.059
5038469,-0.073
5039053,0.255
5039129,-0.063
5039441,-0.596
5039687,-0.103
5040077,-0.519
5040223,-0.102
5041569,0.113
5041847,-0.093
5042210,-0.252
5042785,-0.152
5077629,-0.404
5078025,-0.232
5078879,-0.367
5078939,0.008
5080346,-0.119
5080565,-0.187
5080636,0.365
5080652,-0.505
5083138,0.042
5083252,-0.205
5084171,-0.199
5084942,0.262
5087223,0.110
5088400,-0.109
5088591,-0.123
5090803,-1.037
5090937,-0.043
5091016,-0.124
5091075,-0.512
5091479,-0.388
5091614,-0.191
5091808,-0.823
5092266,-0.063
5092655,-0.398
5092799,-0.650
5094301,-0.568
5094412,-0.327
5094751,-0.054
5095082,-0.296
5095269,-0.382
5095635,-0.102
5096590,-0.514
5097278,-0.059
5097454,-0.985
5097470,-0.266
5097856,-0.669
5097868,-0.404
5098334,-0.300
5098444,-1.586
5103942,-0.401
5103998,-0.286
5105886,-0.174
5106313,-0.581
5108214,-0.251
5108946,0.152
5110423,-0.547
5110453,-0.166
5110683,-0.013
5112198,-0.328
5113053,-0.395
5113146,-1.551
5113809,-0.264
5113822,-0.157
5114623,-0.075
5115178,-0.150
5115379,-0.139
5115688,-0.167
5115978,-0.433
5119143,-0.116
5119619,-0.328
5120087,-0.574
5121173,-0.493
5121511,0.027
5122112,-0.474
5124254,0.032
5124667,-0.455
5125048,-0.326
5125196,-0.074
5125347,0.124
5126182,-0.410
5128673,-0.196
5128966,-0.219
5129453,0.247
5130369,-0.085
5130380,-0.256
5130740,-0.137
5130890,0.040
5130983,-0.114
5131180,-0.301
5131276,-0.028
5164255,-0.209
5166811,-0.182
5168498,-0.613
5171707,-0.001
5172274,0.425
5174492,0.139
5174677,-0.188
5174858,0.238
5174920,0.025
5175024,-0.231
5175986,0.078
5177065,-0.195
5177104,-0.180
5177859,0.121
5179609,0.144
5181086,-0.366
5181299,-0.202
5181455,-0.221
5181804,-0.298
5181817,-0.313
5183357,-0.297
5184144,-0.140
5184584,0.301
5184709,-0.053
5184911,0.296
5185765,-0.166
5185897,-0.046
5192660,-0.145
5193077,0.246
5193386,-1.164
5193400,0.271
5193439,-0.115
5193659,-0.066
5193813,-0.525
5195172,-0.145
5195945,-0.286
5196851,-0.301
